review,rating,date,bank,source,sentiment_score,sentiment_label,keywords,themes
Gamada mahamadi,1,2025-10-01,CBE,Google Play,0.0,neutral,"['gamada', 'mahamadi']",['Other']
it is very good banking web but its network is sometimes busy i hope they willfix the problem,4,2025-09-30,CBE,Google Play,0.3392,positive,"['good', 'banking', 'web', 'network', 'busy', 'problem']",['Other']
verfcasencod,5,2025-09-30,CBE,Google Play,0.0,neutral,['verfcasencod'],['Other']
you can't get your own transaction history,1,2025-09-29,CBE,Google Play,0.0,neutral,"['transaction', 'history']",['Transaction Performance']
sintu,5,2025-09-29,CBE,Google Play,0.0,neutral,[],['Other']
BEST,5,2025-09-28,CBE,Google Play,0.6369,positive,[],['Other']
Bank of Ethiopia,5,2025-09-28,CBE,Google Play,0.0,neutral,"['bank', 'ethiopia']",['Other']
"All most Good, but need improvement",5,2025-09-27,CBE,Google Play,0.7267,positive,"['good', 'improvement']",['Other']
"Great application for me,So I would like to rate with Solid 5 star.That It works well overall. So hello everyone enjoy the apps",5,2025-09-27,CBE,Google Play,0.9147,positive,"['great', 'application', 'meso', 'solid', 'app']",['User Interface & Experience']
poor app all of you guys delete CBE and download BOA,1,2025-09-27,CBE,Google Play,-0.4767,negative,"['poor', 'app', 'guy', 'cbe', 'download', 'boa']",['User Interface & Experience']
niceapp,5,2025-09-27,CBE,Google Play,0.0,neutral,['niceapp'],['Other']
good,5,2025-09-26,CBE,Google Play,0.4404,positive,['good'],['Other']
good,5,2025-09-25,CBE,Google Play,0.4404,positive,['good'],['Other']
good,5,2025-09-25,CBE,Google Play,0.4404,positive,['good'],['Other']
the best app of all,5,2025-09-25,CBE,Google Play,0.6369,positive,"['good', 'app']",['User Interface & Experience']
❤️,5,2025-09-25,CBE,Google Play,0.0,neutral,[],['Other']
"Most of the time when I try to open the app, it does not load. The circle keeps spinning as if it is trying to open, and get a message saying "" 2 attempts left for offline login"". This seems to mean that the app cannot connect to the internet, even though I have a stable internet connection, and all other stuff work properly.",2,2025-09-24,CBE,Google Play,0.1779,positive,"['time', 'app', 'circle', 'message', 'attempt', 'offline', 'login', 'app', 'internet', 'stable', 'internet', 'connection', 'stuff', 'work']","['Account Access Issues', 'User Interface & Experience']"
Juhaar,5,2025-09-24,CBE,Google Play,0.0,neutral,[],['Other']
I am using CBE app very fantastic.,5,2025-09-24,CBE,Google Play,0.5984,positive,"['cbe', 'app', 'fantastic']",['User Interface & Experience']
bist app tankyou,4,2025-09-23,CBE,Google Play,0.0,neutral,"['bist', 'app']",['User Interface & Experience']
this is very useful and consistent app,5,2025-09-23,CBE,Google Play,0.4927,positive,"['useful', 'consistent', 'app']",['User Interface & Experience']
"this application provides timely service in a good, fast and reliable manner.",5,2025-09-23,CBE,Google Play,0.4404,positive,"['application', 'timely', 'service', 'good', 'fast', 'reliable', 'manner']",['Customer Support']
So good,5,2025-09-23,CBE,Google Play,0.4927,positive,['good'],['Other']
it will be more better if the app have the feature receipt verifying from QR CODE SCREENSHOT IMAGES FROM gallery ... currently IT WORKS ONLY FROM DIRECT CAMERA CAPTURING,4,2025-09-23,CBE,Google Play,0.4927,positive,"['well', 'app', 'feature', 'receipt', 'verifying', 'qr', 'code', 'screenshot', 'image', 'gallery', 'direct', 'camera', 'capturing']","['User Interface & Experience', 'Features']"
"From the UX perspective it can be better, it's old and it's not obvious where you can find some things",3,2025-09-22,CBE,Google Play,0.4404,positive,"['ux', 'perspective', 'well', 'old', 'obvious', 'thing']",['Other']
It is amazing app but it is more better if it is possible to transfer from account to other telebirr,5,2025-09-22,CBE,Google Play,0.771,positive,"['amazing', 'app', 'well', 'possible', 'account', 'telebirr']","['Account Access Issues', 'User Interface & Experience']"
"The app was great while it was active. However, after the app did an update, I lost connection with a message ""Network Error"". Please try to fix it as there are many clients of CBE using this app globally from abroad countries.",3,2025-09-21,CBE,Google Play,0.7783,positive,"['app', 'great', 'active', 'app', 'update', 'connection', 'message', 'network', 'error', 'client', 'cbe', 'app', 'abroad', 'country']","['User Interface & Experience', 'Features']"
very important app,4,2025-09-21,CBE,Google Play,0.2716,positive,"['important', 'app']",['User Interface & Experience']
the best of all mobile banking in Ethiopia works perfectly fine,5,2025-09-21,CBE,Google Play,0.8807,positive,"['good', 'mobile', 'banking', 'ethiopia', 'fine']",['Other']
ok,5,2025-09-21,CBE,Google Play,0.296,positive,[],['Other']
DANTRO BAND!!!,5,2025-09-21,CBE,Google Play,0.0,neutral,['band'],['Other']
some time when make transfer from Mobile account to other cbebirr wallet no show customer name so please check it......thanks my cbe.. cbebirr application very nice application wallet,5,2025-09-20,CBE,Google Play,0.5973,positive,"['time', 'transfer', 'mobile', 'account', 'cbebirr', 'wallet', 'customer', 'itthank', 'cbe', 'cbebirr', 'application', 'nice', 'application', 'wallet']","['Account Access Issues', 'Transaction Performance', 'Customer Support']"
this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave 3,3,2025-09-20,CBE,Google Play,0.3708,positive,"['app', 'useful', 'specific', 'transaction', 'way']","['Transaction Performance', 'User Interface & Experience']"
why i must visit the branch i opened my account to activate the mobile banking services? if it a connected network it maybe done from any branch.,1,2025-09-20,CBE,Google Play,0.0,neutral,"['branch', 'account', 'mobile', 'banking', 'service', 'connected', 'network', 'branch']","['Account Access Issues', 'Customer Support']"
አሪፍ ነው አሁን ደግሞ እስክሪን ሹት ማረግ በመቻሌ ደግብሎኛል,5,2025-09-20,CBE,Google Play,0.0,neutral,[],['Other']
asfaw damse,5,2025-09-19,CBE,Google Play,0.0,neutral,"['asfaw', 'damse']",['Other']
ok,5,2025-09-19,CBE,Google Play,0.296,positive,[],['Other']
nice,5,2025-09-19,CBE,Google Play,0.4215,positive,['nice'],['Other']
jabadhaa namatii tolataan,5,2025-09-19,CBE,Google Play,0.0,neutral,"['jabadhaa', 'namatii', 'tolataan']",['Other']
"The App is very good in its interface and user friendly. But it could be a pro app had it had additional feature that let us run multiple accounts on a single phone with an option of ""additional"" account!",3,2025-09-19,CBE,Google Play,0.5406,positive,"['app', 'good', 'interface', 'user', 'friendly', 'pro', 'app', 'additional', 'feature', 'multiple', 'account', 'single', 'phone', 'option', 'additional', 'account']","['Account Access Issues', 'User Interface & Experience', 'Features']"
The app is user friendly. But i want some amendment or include option of sending money to other tele birr like other cbe birr.,4,2025-09-18,CBE,Google Play,0.7003,positive,"['app', 'user', 'friendly', 'amendment', 'option', 'money', 'tele', 'birr', 'cbe', 'birr']","['User Interface & Experience', 'Features']"
Truly amazing!,5,2025-09-18,CBE,Google Play,0.7901,positive,['amazing'],['Other']
Doesn't have option to generate statement for transactions,3,2025-09-18,CBE,Google Play,0.0,neutral,"['option', 'statement', 'transaction']","['Transaction Performance', 'Features']"
😎,5,2025-09-18,CBE,Google Play,0.0,neutral,[],['Other']
JanaleBl,5,2025-09-17,CBE,Google Play,0.0,neutral,['janalebl'],['Other']
very good,5,2025-09-17,CBE,Google Play,0.4927,positive,['good'],['Other']
very good,5,2025-09-17,CBE,Google Play,0.4927,positive,['good'],['Other']
nice application,5,2025-09-17,CBE,Google Play,0.4215,positive,"['nice', 'application']",['Other']
WaaaaaaaW,1,2025-09-17,CBE,Google Play,0.0,neutral,['waaaaaaaw'],['Other']
very nice,5,2025-09-16,CBE,Google Play,0.4754,positive,['nice'],['Other']
Of,5,2025-09-16,CBE,Google Play,0.0,neutral,[],['Other']
it's best app to use recently and upgraded day to day for internationalization,4,2025-09-16,CBE,Google Play,0.6369,positive,"['good', 'app', 'day', 'day', 'internationalization']",['User Interface & Experience']
Easy to use and not Complicated 👍,5,2025-09-15,CBE,Google Play,0.4404,positive,"['easy', 'complicated']",['User Interface & Experience']
apdat the app,5,2025-09-14,CBE,Google Play,0.0,neutral,"['apdat', 'app']",['User Interface & Experience']
good in bankin at any time & any where.,5,2025-09-13,CBE,Google Play,0.4404,positive,"['good', 'bankin', 'time']",['Other']
great,5,2025-09-13,CBE,Google Play,0.6249,positive,['great'],['Other']
"WHAT A USELESS APP! Transfers, wallet payments, other banks — nothing works. Updated, restarted, cleared cache, reinstalled — still useless. Crashed and forced me to visit a branch just to log in 3 times. One of the biggest banks in the country can’t fix issues a junior developer could solve. Completely unreliable. Big bank , Zero functionality!",1,2025-09-13,CBE,Google Play,-0.8279,negative,"['useless', 'app', 'transfer', 'wallet', 'payment', 'bank', 'cache', 'useless', 'branch', 'time', 'big', 'bank', 'country', 'issue', 'junior', 'developer', 'unreliable', 'big', 'bank', 'functionality']","['Transaction Performance', 'User Interface & Experience']"
it is best to me,1,2025-09-13,CBE,Google Play,0.6369,positive,['good'],['Other']
hayizgi mebrahtom feshay,5,2025-09-13,CBE,Google Play,0.0,neutral,"['hayizgi', 'mebrahtom', 'feshay']",['Other']
best,5,2025-09-13,CBE,Google Play,0.6369,positive,[],['Other']
good,5,2025-09-12,CBE,Google Play,0.4404,positive,['good'],['Other']
great,5,2025-09-12,CBE,Google Play,0.6249,positive,['great'],['Other']
Excellent app,5,2025-09-12,CBE,Google Play,0.5719,positive,"['excellent', 'app']",['User Interface & Experience']
good,5,2025-09-12,CBE,Google Play,0.4404,positive,['good'],['Other']
after apdate the app doesn't work any thing else it said enable to connects,1,2025-09-12,CBE,Google Play,0.0,neutral,"['apdate', 'app', 'thing', 'enable', 'connect']",['User Interface & Experience']
love,5,2025-09-12,CBE,Google Play,0.6369,positive,['love'],['Other']
good,3,2025-09-11,CBE,Google Play,0.4404,positive,['good'],['Other']
Hasasa bank,1,2025-09-11,CBE,Google Play,0.0,neutral,"['hasasa', 'bank']",['Other']
All ways Trusted.,5,2025-09-11,CBE,Google Play,0.4767,positive,['way'],['Other']
best MB application in Ethiopia financial sector.,5,2025-09-11,CBE,Google Play,0.6369,positive,"['good', 'mb', 'application', 'ethiopia', 'financial', 'sector']",['Other']
I like this app,5,2025-09-11,CBE,Google Play,0.3612,positive,['app'],['User Interface & Experience']
am tired why I have to update every 5 day,1,2025-09-11,CBE,Google Play,-0.4404,negative,"['tired', 'day']",['Other']
excellent,5,2025-09-10,CBE,Google Play,0.5719,positive,['excellent'],['Other']
best,5,2025-09-10,CBE,Google Play,0.6369,positive,[],['Other']
usb debugig mode bicha off endidereg axrigu like awash bank,1,2025-09-10,CBE,Google Play,0.3612,positive,"['usb', 'debugig', 'mode', 'bicha', 'endidereg', 'axrigu', 'awash', 'bank']",['Other']
good morning 🙏,5,2025-09-10,CBE,Google Play,0.4404,positive,"['good', 'morning']",['Other']
nice,5,2025-09-09,CBE,Google Play,0.4215,positive,['nice'],['Other']
am happy 😃,5,2025-09-09,CBE,Google Play,0.5719,positive,['happy'],['Other']
good,5,2025-09-09,CBE,Google Play,0.4404,positive,['good'],['Other']
wowww,5,2025-09-08,CBE,Google Play,0.0,neutral,['wowww'],['Other']
KEHRU nasir AbFIXA,5,2025-09-08,CBE,Google Play,0.0,neutral,"['kehru', 'nasir', 'abfixa']",['Other']
It is well organized.,5,2025-09-08,CBE,Google Play,0.2732,positive,[],['Other']
Can't see the nearest Branch or ATM available,2,2025-09-08,CBE,Google Play,0.0,neutral,"['near', 'branch', 'atm', 'available']",['Other']
excellent,5,2025-09-08,CBE,Google Play,0.5719,positive,['excellent'],['Other']
very good,5,2025-09-07,CBE,Google Play,0.4927,positive,['good'],['Other']
the app does not open,1,2025-09-07,CBE,Google Play,0.0,neutral,['app'],['User Interface & Experience']
from Monk,3,2025-09-06,CBE,Google Play,0.0,neutral,['monk'],['Other']
"Amazing, Delightful and Seamless Mobile Banking Application, I have ever Experienced!! Indeed, I feel Great Proud to be part of your Stakeholder! My First Choice Bank, Commercial Bank of Ethiopia, The Pioneer and Leading in Digital Banking Services in Ethiopia! Five stars ⭐⭐⭐⭐⭐ are little to you! Thank you so much🙏",5,2025-09-06,CBE,Google Play,0.9596,positive,"['amazing', 'delightful', 'seamless', 'mobile', 'banking', 'application', 'great', 'proud', 'stakeholder', 'choice', 'bank', 'commercial', 'bank', 'ethiopia', 'pioneer', 'digital', 'banking', 'service', 'ethiopia', 'star', 'little']",['Customer Support']
incredible,5,2025-09-06,CBE,Google Play,0.0,neutral,['incredible'],['Other']
good,5,2025-09-06,CBE,Google Play,0.4404,positive,['good'],['Other']
የዚህ አፕ ተጠቃሚ ነበርኩ ያለሁት ከሀገር ውጭ ነው እና እየተጠቀምኩበት ሳለ አብደት አድርጊ አለኝ ሳረገው ፓስወርድ እንዴ አድስ ጠየቀኝ እንዴው እኔ አለሁበት ሀገር ሆኘ መስተካከል ከቻለ ተባበሩኝ በጣም አስፈላጊዬ ነው ::,5,2025-09-06,CBE,Google Play,0.0,neutral,[],['Other']
it's the best money transfer app ever,5,2025-09-06,CBE,Google Play,0.6369,positive,"['good', 'money', 'transfer', 'app']","['Transaction Performance', 'User Interface & Experience']"
it is nice,5,2025-09-05,CBE,Google Play,0.4215,positive,['nice'],['Other']
user friendly. best.,5,2025-09-05,CBE,Google Play,0.8126,positive,['user'],['Other']
🙏,5,2025-09-05,CBE,Google Play,0.0,neutral,[],['Other']
አሪፍ,5,2025-09-05,CBE,Google Play,0.0,neutral,[],['Other']
best app!!!,5,2025-09-05,CBE,Google Play,0.7249,positive,"['good', 'app']",['User Interface & Experience']
"It is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. So please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. We do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number How can I know who tranfers to me???",4,2025-09-05,CBE,Google Play,0.9296,positive,"['good', 'app', 'user', 'friendly', 'possible', 'service', 'app', 'uninstalled', 'device', 'phone', 'easy', 'requirement', 'office', 'install', 'near', 'branch', 'office', 'time', 'silly', 'business', 'important', 'thing', 'addition', 'sender', 'account', 'number']","['Account Access Issues', 'User Interface & Experience', 'Customer Support']"
very good app,5,2025-09-05,CBE,Google Play,0.4927,positive,"['good', 'app']",['User Interface & Experience']
best,5,2025-09-05,CBE,Google Play,0.6369,positive,[],['Other']
jabirabdala,5,2025-09-04,CBE,Google Play,0.0,neutral,['jabirabdala'],['Other']
unfair cost of transportations... what a shame!!!,1,2025-09-04,CBE,Google Play,-0.795,negative,"['unfair', 'cost', 'transportation', 'shame']",['Other']
"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",4,2025-09-04,CBE,Google Play,0.765,positive,"['good', 'app', 'comment', 'app', 'balance', 'real', 'time', 'issue', 'example', 'money', 'receiver', 'app', 'user', 'update', 'current', 'balance']","['User Interface & Experience', 'Features']"
WAW!!! I AM PROUD!!! MY STRONG BANK WORKS AT BEST EVEN IN A REMOTE LOCATION HERE IN MALABO (ECUATORIAL GUINEA). MEWOLID MUBARAK CBE!!!,5,2025-09-04,CBE,Google Play,0.9147,positive,"['waw', 'proud', 'strong', 'bank', 'remote', 'location', 'malabo', 'ecuatorial', 'guinea', 'mewolid', 'mubarak', 'cbe']",['Other']
